ID	m/z	         RT
2416	141.11359	31.67
2417	335.27821	31.67
2418	518.08016	31.67
2419	702.49983	31.67
2420	546.21753	31.67
2421	551.1724	31.67
2422	281.24645	31.68
2423	688.51885	31.68
2424	319.29554	31.68
2425	797.28234	31.69
2426	315.1734	31.69
2427	388.1548	31.69
2428	499.35361	31.69
2429	574.24825	31.69
2430	644.50913	31.69
2431	669.29652	31.69
2432	775.30114	31.69
2433	803.55918	31.69
2434	817.58685	31.69
2435	820.35677	31.69
2436	980.67174	31.69
2437	173.08081	31.7
2438	373.34087	31.7
2439	536.16671	31.7
2440	141.11454	31.7
2441	217.10769	31.7
2442	441.33014	31.71
2443	600.46691	31.71
2444	699.59314	31.71
2445	750.52569	31.71
2446	337.32815	31.71
2447	399.39252	31.71
2448	477.34139	31.71
2449	479.81795	31.71
2450	482.36694	31.71
2451	618.57681	31.71
2452	716.51981	31.71
2453	936.64639	31.71
2454	570.42065	31.72
2455	377.32	31.72
2456	457.20306	31.72
2457	468.82664	31.72
2458	556.44057	31.72
2459	597.30815	31.72
2460	279.09157	31.72
2461	603.53255	31.72
2462	281.2461	31.73
2463	455.32753	31.73
2464	457.80484	31.73
2465	474.22927	31.73
2466	512.41471	31.73
2467	666.4258	31.73
2468	685.43353	31.73
2469	900.65938	31.73
2470	195.12174	31.73
2471	239.08825	31.73
2472	359.14946	31.73
2473	446.8136	31.73
2474	502.26102	31.73
2475	892.62024	31.73
2476	361.22142	31.74
2477	523.26513	31.74
2478	353.19455	31.74
2479	424.36172	31.74
2480	468.38838	31.74
2481	543.33797	31.74
2482	776.57184	31.74
2483	157.01214	31.75
2484	217.09082	31.75
2485	259.15407	31.75
2486	323.13034	31.75
2487	425.21437	31.75
2488	438.34079	31.75
2489	441.18745	31.75
2490	442.29334	31.75
2491	448.29009	31.75
2492	454.27596	31.75
2493	479.1846	31.75
2494	490.30196	31.75
2495	551.1722	31.75
2496	641.31216	31.75
2497	151.0955	31.75
2498	213.07495	31.75
2499	244.18981	31.75
2500	269.1375	31.75
2501	273.09654	31.75
2502	329.15946	31.75
2503	331.16381	31.75
2504	380.3354	31.75
2505	386.23104	31.75
2506	403.23281	31.75
2507	405.23694	31.75
2508	407.33471	31.75
2509	420.25772	31.75
2510	427.21947	31.75
2511	433.31498	31.75
2512	435.7917	31.75
2513	557.35295	31.75
2514	622.39912	31.75
2515	827.43951	31.75
2516	217.0338	31.76
2517	282.27762	31.76
2518	363.30911	31.76
2519	424.80098	31.76
2520	432.29397	31.76
2521	732.54578	31.76
2522	848.59499	31.76
2523	853.54861	31.76
2524	227.19991	31.77
2525	350.26545	31.77
2526	596.60013	31.77
2527	680.48271	31.77
2528	708.51757	31.77
2529	840.64366	31.77
2530	287.22164	31.77
2531	663.46008	31.77
2532	199.16937	31.78
2533	309.20309	31.78
2534	578.37306	31.78
2535	638.57473	31.78
2536	688.51937	31.78
2537	111.11654	31.78
2538	201.17479	31.78
2539	304.2478	31.78
2540	787.54019	31.78
2541	804.56828	31.78
2542	411.30129	31.79
2543	413.77881	31.79
2544	477.34006	31.79
2545	809.52312	31.79
2546	778.54353	31.79
2547	402.78778	31.79
2548	644.49467	31.79
2549	780.61763	31.79
2550	329.15811	31.8
2551	893.62222	31.8
2552	376.318	31.8
2553	399.39306	31.8
2554	765.49651	31.8
2555	856.63262	31.8
2556	224.20008	31.81
2557	245.22557	31.81
2558	301.28822	31.81
2559	336.32557	31.81
2560	760.54262	31.81
2561	210.1843	31.81
2562	211.1686	31.81
2563	263.23629	31.81
2564	280.26338	31.81
2565	302.2446	31.81
2566	374.30248	31.81
2567	455.32708	31.81
2568	743.51367	31.81
2569	745.64007	31.81
2570	175.14705	31.82
2571	193.15792	31.82
2572	212.19977	31.82
2573	242.21058	31.82
2574	319.29494	31.82
2575	338.33117	31.82
2576	392.31292	31.82
2577	415.38835	31.82
2578	600.46665	31.82
2579	335.29367	31.82
2580	352.32092	31.82
2581	860.59769	31.83
2582	556.4404	31.83
2583	612.42992	31.83
2584	699.48711	31.83
2585	714.2356	31.83
2586	509.27579	31.84
2587	716.51614	31.84
2588	721.47025	31.84
2589	986.59696	31.84
2590	133.10013	31.85
2591	193.15742	31.85
2592	228.19576	31.85
2593	265.1941	31.85
2594	325.21498	31.85
2595	337.19996	31.85
2596	433.31425	31.85
2597	485.28928	31.85
2598	487.29413	31.85
2599	502.31577	31.85
2600	507.27115	31.85
2601	512.41443	31.85
2602	516.3303	31.85
2603	523.24412	31.85
2604	530.34714	31.85
2605	543.34067	31.85
2606	572.3568	31.85
2607	625.39543	31.85
2608	639.41012	31.85
2609	876.59473	31.85
2610	991.55287	31.85
2611	142.15786	31.85
2612	211.16808	31.85
2613	262.177	31.86
2614	275.25724	31.86
2615	337.32808	31.86
2616	407.33516	31.86
2617	468.38815	31.86
2618	848.59385	31.86
2619	287.22065	31.86
2620	297.23866	31.86
2621	341.26437	31.86
2622	424.36177	31.86
2623	675.49716	31.86
2624	380.33553	31.87
2625	655.46063	31.87
2626	672.48946	31.87
2627	804.56854	31.87
2628	363.30942	31.87
2629	677.44303	31.87
2630	300.28904	31.88
2631	319.28506	31.88
2632	322.27029	31.88
2633	425.21292	31.89
2634	948.53058	31.89
2635	953.48615	31.89
2636	403.2313	31.89
2637	628.46341	31.89
2638	631.47128	31.89
2639	633.41679	31.89
2640	239.08844	31.9
2641	280.26275	31.9
2642	309.20215	31.9
2643	611.435	31.9
2644	199.16877	31.91
2645	310.30962	31.92
2646	625.39481	31.92
2647	485.28836	31.92
2648	530.34599	31.92
2649	567.40735	31.93
2650	587.44384	31.93
2651	589.3905	31.93
2652	584.43665	31.93
2653	716.51616	31.93
2654	424.36169	31.94
2655	507.27037	31.94
2656	512.41443	31.94
2657	643.52733	31.94
2658	760.54229	31.94
2659	392.31195	31.95
2660	371.10008	31.95
2661	480.15488	31.95
2662	297.08166	31.96
2663	336.32182	31.96
2664	363.30903	31.96
2665	445.11757	31.96
2666	463.12921	31.96
2667	485.11053	31.96
2668	674.49519	31.97
2669	540.41097	31.97
2670	545.36445	31.97
2671	502.31724	31.98
2672	239.08913	31.98
2673	468.38757	31.98
2674	327.25254	31.99
2675	390.27474	31.99
2676	397.37805	31.99
2677	672.4896	31.99
2678	930.51875	31.99
2679	335.29394	31.99
2680	352.32178	31.99
2681	354.3264	31.99
2682	376.30797	31.99
2683	410.37282	31.99
2684	492.42523	31.99
2685	585.43943	31.99
2686	630.46765	31.99
2687	374.30331	31.99
2688	725.61611	31.99
2689	496.38465	32.01
2690	498.38869	32.01
2691	501.3384	32.01
2692	584.43637	32.01
2693	628.46325	32.01
2694	317.2681	32.02
2695	367.24413	32.02
2696	507.26943	32.02
2697	201.14745	32.02
2698	343.21009	32.03
2699	365.19144	32.03
2700	269.13754	32.03
2701	380.27649	32.03
2702	433.1059	32.03
2703	812.6136	32.03
2704	862.60854	32.03
2705	530.34526	32.04
2706	625.39435	32.04
2707	422.34628	32.04
2708	546.92382	32.04
2709	790.57582	32.04
2710	199.1688	32.05
2711	227.19966	32.05
2712	287.21973	32.05
2713	387.30918	32.05
2714	405.3198	32.05
2715	427.30208	32.05
2716	435.32944	32.05
2717	452.35801	32.05
2718	457.31217	32.05
2719	357.07077	32.06
2720	374.30241	32.06
2721	454.36244	32.06
2722	541.4122	32.06
2723	818.58431	32.06
2724	398.23111	32.06
2725	804.5709	32.06
2726	644.53096	32.07
2727	746.56434	32.07
2728	774.56328	32.07
2729	496.38392	32.08
2730	540.40997	32.08
2731	583.38334	32.08
2732	639.57738	32.08
2733	326.3049	32.08
2734	348.28645	32.08
2735	702.53525	32.09
2736	311.29383	32.09
2737	639.57859	32.09
2738	730.53156	32.09
2739	705.58058	32.1
2740	408.33167	32.11
2741	658.50826	32.11
2742	780.61886	32.11
2743	938.49227	32.11
2744	353.3242	32.11
2745	391.30328	32.11
2746	410.33661	32.11
2747	413.2858	32.11
2748	436.36114	32.11
2749	585.43945	32.11
2750	639.5745	32.11
2751	686.50362	32.11
2752	688.5058	32.11
2753	691.45897	32.11
2754	718.52404	32.11
2755	735.48466	32.11
2756	796.6144	32.11
2757	816.56835	32.11
2758	217.10724	32.12
2759	240.09134	32.12
2760	200.20086	32.12
2761	644.47985	32.12
2762	769.41429	32.12
2763	930.51996	32.12
2764	935.47622	32.12
2765	958.55073	32.12
2766	283.26183	32.12
2767	351.24895	32.13
2768	309.12928	32.13
2769	452.35742	32.13
2770	642.47891	32.14
2771	647.43232	32.14
2772	775.56592	32.14
2773	419.23641	32.14
2774	614.48206	32.14
2775	700.62253	32.14
2776	772.54021	32.14
2777	803.56037	32.14
2778	674.49382	32.15
2779	705.58019	32.15
2780	309.12926	32.15
2781	570.456	32.16
2782	598.4526	32.16
2783	603.40598	32.16
2784	311.29261	32.17
2785	278.24438	32.17
2786	369.26	32.17
2787	509.34589	32.17
2788	531.32593	32.17
2789	685.43554	32.17
2790	731.5354	32.17
2791	774.567	32.17
2792	227.20033	32.18
2793	256.26386	32.18
2794	258.26928	32.18
2795	347.27851	32.18
2796	364.30483	32.18
2797	414.29546	32.18
2798	491.33463	32.18
2799	511.51809	32.18
2800	526.43008	32.18
2801	554.42519	32.18
2802	630.46726	32.18
2803	918.70805	32.18
2804	297.28929	32.18
2805	309.13093	32.18
2806	351.24954	32.18
2807	393.29329	32.18
2808	629.46667	32.18
2809	705.58089	32.18
2810	758.22221	32.18
2811	413.28455	32.19
2812	728.51454	32.19
2813	817.59267	32.19
2814	333.29872	32.19
2815	700.62264	32.19
2816	151.0959	32.19
2817	200.20097	32.19
2818	239.08999	32.19
2819	301.14055	32.19
2820	310.30921	32.19
2821	311.255	32.19
2822	374.30371	32.19
2823	394.3513	32.19
2824	421.35052	32.19
2825	663.45783	32.19
2826	699.59519	32.19
2827	721.57435	32.19
2828	429.36889	32.2
2829	438.37792	32.2
2830	482.40434	32.2
2831	510.39859	32.2
2832	596.59805	32.2
2833	617.46812	32.2
2834	730.52986	32.2
2835	309.1308	32.2
2836	687.50688	32.2
2837	708.51361	32.2
2838	255.23091	32.21
2839	383.27491	32.21
2840	405.31985	32.21
2841	409.333	32.21
2842	427.30132	32.21
2843	443.33219	32.21
2844	466.37298	32.21
2845	614.4799	32.21
2846	643.51167	32.21
2847	663.45697	32.21
2848	680.48096	32.21
2849	195.12201	32.21
2850	355.28027	32.21
2851	141.1137	32.22
2852	232.07553	32.22
2853	250.0866	32.22
2854	338.34211	32.22
2855	350.32514	32.22
2856	364.21653	32.22
2857	370.26962	32.22
2858	377.32629	32.22
2859	386.1986	32.22
2860	596.59926	32.22
2861	638.57231	32.22
2862	1004.73208	32.22
2863	217.10797	32.22
2864	252.09135	32.22
2865	362.21119	32.22
2866	379.23803	32.22
2867	381.24273	32.22
2868	384.19324	32.22
2869	393.25418	32.22
2870	400.16618	32.22
2871	407.26893	32.22
2872	449.27775	32.22
2873	584.43705	32.22
2874	603.53553	32.22
2875	745.39638	32.22
2876	155.12813	32.23
2877	203.07224	32.23
2878	204.08002	32.23
2879	378.30098	32.23
2880	674.45739	32.23
2881	679.41522	32.23
2882	684.48776	32.23
2883	812.61699	32.23
2884	364.30069	32.23
2885	686.50123	32.24
2886	702.21226	32.24
2887	813.62319	32.24
2888	408.32998	32.25
2889	1020.49087	32.25
2890	1015.53577	32.25
2891	695.3566	32.25
2892	598.4506	32.26
2893	875.38488	32.26
2894	974.96049	32.26
2895	654.33166	32.27
2896	657.33624	32.27
2897	972.482	32.27
2898	724.37285	32.28
2899	791.42487	32.28
2900	1290.63125	32.28
2901	1291.13369	32.28
2902	1318.66065	32.28
2903	531.27306	32.28
2904	548.299	32.28
2905	637.305	32.28
2906	659.28691	32.28
2907	668.34591	32.28
2908	682.3629	32.28
2909	777.41084	32.28
2910	977.43811	32.28
2911	1295.58711	32.28
2912	1296.08969	32.28
2913	642.47742	32.29
2914	671.37879	32.29
2915	331.28286	32.29
2916	576.3302	32.29
2917	700.31199	32.29
2918	256.26296	32.3
2919	313.27305	32.3
2920	526.42946	32.3
2921	695.35619	32.3
2922	452.35659	32.31
2923	482.40325	32.31
2924	554.42417	32.31
2925	354.33907	32.31
2926	686.35786	32.32
2927	691.31156	32.32
2928	714.38666	32.32
2929	768.58228	32.32
2930	377.32427	32.33
2931	438.37696	32.33
2932	250.08556	32.34
2933	643.50945	32.34
2934	239.08961	32.34
2935	638.30744	32.35
2936	918.57541	32.36
2937	304.26035	32.37
2938	265.25207	32.37
2939	282.27935	32.37
2940	659.28581	32.37
2941	247.24119	32.38
2942	563.55041	32.38
2943	944.72361	32.38
2944	284.2854	32.38
2945	682.36187	32.42
2946	812.65942	32.42
2947	250.08491	32.43
2948	598.45068	32.43
2949	777.40976	32.43
2950	494.56362	32.44
2951	637.30354	32.44
2952	639.57358	32.44
2953	654.33091	32.44
2954	591.49402	32.45
2955	699.59424	32.45
2956	577.51795	32.45
2957	605.54714	32.45
2958	774.60435	32.45
2959	239.23684	32.46
2960	257.24686	32.46
2961	265.25163	32.46
2962	282.2788	32.46
2963	313.27386	32.46
2964	315.25354	32.46
2965	315.27806	32.46
2966	385.25418	32.46
2967	420.34229	32.46
2968	551.50095	32.46
2969	612.55378	32.46
2970	643.52814	32.46
2971	685.43481	32.46
2972	790.55483	32.46
2973	1015.71091	32.46
2974	327.2523	32.46
2975	331.28399	32.46
2976	353.26606	32.46
2977	354.32854	32.46
2978	367.24476	32.46
2979	431.20683	32.46
2980	638.56851	32.46
2981	333.28976	32.47
2982	348.31036	32.47
2983	350.31474	32.47
2984	355.27057	32.47
2985	683.54258	32.47
2986	691.52657	32.47
2987	713.51267	32.47
2988	345.26202	32.48
2989	371.31247	32.48
2990	383.23838	32.48
2991	270.27818	32.49
2992	404.34698	32.49
2993	603.53178	32.49
2994	618.57298	32.49
2995	364.35566	32.49
2996	680.47888	32.49
2997	663.45266	32.5
2998	699.59339	32.5
2999	768.58119	32.5
3000	212.19955	32.51
3001	638.5698	32.51
3002	349.31263	32.51
3003	682.36116	32.51
3004	336.32504	32.52
3005	376.31772	32.52
3006	683.54163	32.52
3007	319.29841	32.52
3008	354.27098	32.52
3009	354.33462	32.52
3010	700.61879	32.52
3011	654.33071	32.54
3012	812.65845	32.54
3013	911.47425	32.54
3014	738.53515	32.55
3015	348.3099	32.56
3016	399.39205	32.56
3017	308.29357	32.57
3018	331.2274	32.57
3019	331.28309	32.57
3020	724.55577	32.57
3021	353.26544	32.57
3022	694.50474	32.57
3023	217.10644	32.58
3024	282.27844	32.58
3025	313.27312	32.59
3026	685.4344	32.6
3027	752.58703	32.6
3028	716.54617	32.6
3029	791.56527	32.6
3030	803.55968	32.6
3031	672.51923	32.61
3032	812.65756	32.61
3033	817.59205	32.61
3034	705.58097	32.61
3035	721.57388	32.61
3036	750.53013	32.61
3037	301.1406	32.62
3038	393.29617	32.62
3039	239.0896	32.62
3040	327.00822	32.62
3041	708.51219	32.62
3042	141.11401	32.63
3043	371.31441	32.63
3044	680.48083	32.63
3045	173.0807	32.63
3046	628.49435	32.63
3047	217.10758	32.64
3048	329.00428	32.64
3049	638.57165	32.64
3050	663.45462	32.64
3051	700.6198	32.64
3052	699.59488	32.64
3053	726.62095	32.64
3054	149.02293	32.65
3055	199.11045	32.65
3056	744.59216	32.65
3057	863.49205	32.65
3058	219.17343	32.65
3059	329.0059	32.65
3060	479.41871	32.65
3061	593.34584	32.65
3062	603.5337	32.65
3063	719.41444	32.65
3064	916.54221	32.65
3065	254.21005	32.65
3066	331.22695	32.65
3067	575.33477	32.65
3068	591.33002	32.65
3069	737.42517	32.65
3070	819.50375	32.65
3071	881.5035	32.65
3072	899.51486	32.65
3073	921.49763	32.65
3074	944.57192	32.65
3075	687.38831	32.66
3076	270.27761	32.66
3077	151.09559	32.67
3078	333.24136	32.67
3079	408.36461	32.67
3080	849.47628	32.67
3081	584.47029	32.67
3082	380.35107	32.69
3083	1000.74926	32.69
3084	1306.81476	32.69
3085	1028.84394	32.69
3086	760.56997	32.7
3087	1047.68349	32.7
3088	149.13142	32.71
3089	417.36707	32.71
3090	540.44511	32.71
3091	198.18471	32.71
3092	236.16102	32.71
3093	528.29412	32.71
3094	640.38338	32.71
3095	1048.77094	32.71
3096	107.08449	32.72
3097	131.08447	32.72
3098	141.11418	32.72
3099	147.11573	32.72
3100	173.13134	32.72
3101	175.14718	32.72
3102	191.14262	32.72
3103	193.15792	32.72
3104	208.16915	32.72
3105	209.15456	32.72
3106	211.16862	32.72
3107	220.16617	32.72
3108	221.17449	32.72
3109	226.17987	32.72
3110	228.19564	32.72
3111	249.16876	32.72
3112	250.17744	32.72
3113	266.17216	32.72
3114	362.30205	32.72
3115	368.31443	32.72
3116	402.33076	32.72
3117	406.29231	32.72
3118	408.30905	32.72
3119	424.28086	32.72
3120	444.37758	32.72
3121	473.39338	32.72
3122	496.41884	32.72
3123	526.43172	32.72
3124	771.64562	32.72
3125	1070.7542	32.72
3126	163.14725	32.72
3127	181.15771	32.72
3128	244.19104	32.72
3129	386.32557	32.72
3130	431.38406	32.72
3131	180.17343	32.72
3132	433.38822	32.72
3133	793.62689	32.72
3134	410.31308	32.73
3135	716.5431	32.74
3136	750.52467	32.74
3137	817.57684	32.74
3138	347.31372	32.74
3139	371.10027	32.74
3140	391.34009	32.74
3141	452.39272	32.74
3142	537.14937	32.74
3143	663.45582	32.74
3144	921.4963	32.74
3145	554.1745	32.75
3146	672.51658	32.75
3147	559.12925	32.76
3148	680.48433	32.76
3149	724.55585	32.78
3150	917.54374	32.78
3151	357.29838	32.79
3152	628.49246	32.79
3153	217.10644	32.81
3154	584.46955	32.81
3155	916.54002	32.81
3156	239.0895	32.81
3157	301.14034	32.81
3158	309.13019	32.81
3159	610.18404	32.81
3160	758.22352	32.81
3161	141.11362	32.82
3162	536.1654	32.82
3163	681.50278	32.82
3164	393.29585	32.82
3165	694.49459	32.83
3166	736.54252	32.83
3167	155.12793	32.83
3168	317.28226	32.84
3169	334.30957	32.84
3170	710.51747	32.84
3171	805.56571	32.84
3172	817.57557	32.84
3173	429.25176	32.85
3174	540.44486	32.85
3175	921.49457	32.85
3176	844.59703	32.85
3177	496.41866	32.86
3178	309.12917	32.87
3179	386.32495	32.87
3180	173.13121	32.88
3181	208.16852	32.88
3182	163.14688	32.88
3183	175.14715	32.88
3184	181.15773	32.88
3185	193.1578	32.88
3186	211.16853	32.88
3187	220.1659	32.88
3188	221.17425	32.88
3189	226.1794	32.88
3190	227.16438	32.88
3191	228.1954	32.88
3192	236.16045	32.88
3193	250.17724	32.88
3194	266.17208	32.88
3195	325.26997	32.88
3196	362.30178	32.88
3197	391.34039	32.88
3198	408.30988	32.88
3199	408.35765	32.88
3200	417.36681	32.88
3201	431.38331	32.88
3202	435.36624	32.88
3203	473.39304	32.88
3204	663.45741	32.88
3205	771.64386	32.88
3206	793.62524	32.88
3207	1048.77175	32.88
3208	191.14212	32.89
3209	198.18437	32.89
3210	244.19057	32.89
3211	424.28005	32.89
3212	452.39249	32.89
3213	526.43003	32.89
3214	1028.84387	32.89
3215	209.15317	32.89
3216	303.28822	32.89
3217	1070.75378	32.89
3218	347.31442	32.9
3219	369.29574	32.9
3220	364.33969	32.9
3221	805.56485	32.91
3222	800.57244	32.92
3223	334.30944	32.93
3224	710.51909	32.93
3225	805.56321	32.93
3226	480.54778	32.94
3227	452.39294	32.95
3228	585.06595	32.95
3229	347.3137	32.95
3230	317.2821	32.96
3231	775.49597	32.96
3232	710.51782	32.98
3233	751.52527	32.98
3234	770.53936	32.98
3235	141.11388	32.99
3236	776.23082	32.99
3237	408.33396	33
3238	735.50269	33
3239	756.54564	33
3240	345.29869	33
3241	367.28077	33
3242	570.39142	33
3243	321.31381	33.01
3244	327.28838	33.01
3245	422.30178	33.01
3246	705.57923	33.01
3247	750.52417	33.01
3248	301.21001	33.01
3249	591.49468	33.01
3250	603.53375	33.01
3251	618.5774	33.01
3252	643.52707	33.01
3253	663.45468	33.01
3254	751.52519	33.01
3255	790.55894	33.01
3256	846.61077	33.01
3257	257.24711	33.02
3258	293.20713	33.02
3259	340.34742	33.03
3260	406.32913	33.03
3261	433.35028	33.03
3262	450.37696	33.03
3263	455.33313	33.03
3264	551.50177	33.03
3265	721.57435	33.03
3266	790.57723	33.03
3267	824.55619	33.03
3268	338.3417	33.04
3269	415.34045	33.04
3270	638.572	33.04
3271	384.34709	33.05
3272	386.35207	33.05
3273	680.48152	33.05
3274	802.58312	33.05
3275	1026.86555	33.05
3276	429.40401	33.05
3277	524.45104	33.05
3278	699.59576	33.05
3279	721.57226	33.05
3280	789.66667	33.05
3281	334.30943	33.05
3282	555.71541	33.05
3283	551.50161	33.06
3284	712.51939	33.06
3285	1046.79209	33.06
3286	173.07937	33.07
3287	700.62367	33.07
3288	710.52113	33.08
3289	804.56362	33.08
3290	239.0892	33.08
3291	685.43552	33.09
3292	758.56167	33.09
3293	803.04459	33.09
3294	805.56569	33.09
3295	817.57967	33.09
3296	455.33259	33.09
3297	406.32874	33.12
3298	714.53571	33.12
3299	780.53	33.12
3300	385.34869	33.12
3301	818.5817	33.12
3302	407.33122	33.12
3303	668.49249	33.13
3304	429.40341	33.14
3305	670.50979	33.15
3306	384.34627	33.15
3307	818.5812	33.15
3308	802.58544	33.16
3309	338.34104	33.16
3310	758.53066	33.16
3311	626.48319	33.18
3312	406.32857	33.18
3313	708.5191	33.18
3314	751.52561	33.18
3315	818.5814	33.18
3316	736.51357	33.2
3317	736.57492	33.2
3318	793.38768	33.21
3319	653.28155	33.21
3320	670.3089	33.21
3321	698.33993	33.21
3322	740.34989	33.21
3323	872.62912	33.21
3324	582.4568	33.22
3325	675.26343	33.22
3326	353.3405	33.23
3327	538.42988	33.24
3328	751.52604	33.24
3329	817.58206	33.24
3330	828.60424	33.24
3331	284.29526	33.25
3332	643.52834	33.25
3333	714.49547	33.25
3334	946.74054	33.25
3335	682.48676	33.26
3336	805.5666	33.27
3337	627.48552	33.28
3338	751.52417	33.28
3339	817.58044	33.28
3340	663.45618	33.28
3341	692.4793	33.28
3342	784.57815	33.28
3343	522.59583	33.29
3344	682.48913	33.29
3345	626.48273	33.3
3346	710.52181	33.31
3347	805.57031	33.31
3348	582.456	33.32
3349	740.55191	33.32
3350	751.52526	33.32
3351	670.466	33.34
3352	696.525	33.34
3353	901.53573	33.36
3354	239.08992	33.36
3355	309.13073	33.36
3356	709.51988	33.36
3357	694.49491	33.37
3358	710.51988	33.37
3359	784.57647	33.37
3360	817.58103	33.37
3361	818.58238	33.37
3362	956.72415	33.37
3363	301.14071	33.38
3364	685.43626	33.38
3365	359.31482	33.38
3366	393.29647	33.38
3367	648.45089	33.38
3368	341.30464	33.38
3369	381.29647	33.38
3370	652.49916	33.38
3371	309.13114	33.39
3372	817.5816	33.39
3373	804.55932	33.41
3374	750.52496	33.41
3375	663.45548	33.42
3376	817.58651	33.42
3377	608.4723	33.43
3378	332.29117	33.43
3379	740.55062	33.43
3380	239.09111	33.44
3381	972.75517	33.44
3382	619.61114	33.44
3383	293.28271	33.45
3384	310.31037	33.45
3385	626.43828	33.45
3386	663.45553	33.45
3387	696.5225	33.45
3388	710.51842	33.45
3389	750.5254	33.45
3390	564.44402	33.46
3391	394.32857	33.48
3392	652.49794	33.48
3393	694.49227	33.48
3394	750.52269	33.48
3395	759.22035	33.48
3396	686.44046	33.49
3397	663.45454	33.49
3398	664.45943	33.49
3399	803.5569	33.49
3400	604.42467	33.5
3401	680.47877	33.5
3402	710.51758	33.5
3403	892.54229	33.51
3404	897.49779	33.51
3405	626.93799	33.52
3406	708.50748	33.53
3407	582.41139	33.54
3408	663.45179	33.55
3409	310.30928	33.55
3410	750.52015	33.55
3411	340.35654	33.57
3412	897.49655	33.57
3413	560.39792	33.58
3414	663.45495	33.58
3415	681.48697	33.58
3416	685.4366	33.58
3417	686.44333	33.58
3418	750.52366	33.58
3419	803.56361	33.58
3420	664.45983	33.61
3421	685.43495	33.61
3422	750.52088	33.61
3423	773.48062	33.61
3424	803.55781	33.61
3425	770.53004	33.62
3426	803.56632	33.63
3427	538.38426	33.64
3428	643.52674	33.66
3429	663.45302	33.66
3430	685.4355	33.66
3431	708.50381	33.66
3432	638.57076	33.66
3433	699.5944	33.66
3434	726.6218	33.67
3435	1342.9259	33.67
3436	285.27773	33.67
3437	361.32166	33.67
3438	449.28318	33.67
3439	747.58847	33.67
3440	591.49418	33.68
3441	603.53375	33.68
3442	1043.74268	33.68
3443	267.26763	33.68
3444	371.31351	33.68
3445	373.29298	33.68
3446	395.27609	33.68
3447	680.47927	33.69
3448	341.30531	33.69
3449	343.31001	33.69
3450	359.31534	33.69
3451	376.34167	33.69
3452	381.29757	33.69
3453	739.60515	33.69
3454	742.63223	33.69
3455	338.33172	33.7
3456	355.28319	33.7
3457	319.29885	33.71
3458	383.30256	33.71
3459	301.28787	33.71
3460	336.32619	33.71
3461	358.30702	33.71
3462	671.64264	33.72
3463	998.77186	33.72
3464	638.56879	33.72
3465	377.34358	33.74
3466	644.53094	33.74
3467	664.46941	33.74
3468	298.30967	33.75
3469	509.34549	33.75
3470	768.52582	33.75
3471	359.31494	33.76
3472	733.48844	33.76
3473	1043.74169	33.76
3474	773.48124	33.77
3475	795.46097	33.77
3476	376.34036	33.77
3477	796.5572	33.77
3478	341.30436	33.79
3479	664.48076	33.82
3480	359.31429	33.83
3481	381.2961	33.83
3482	366.37185	33.84
3483	491.29064	33.88
3484	336.32486	33.91
3485	359.31437	33.91
3486	960.68004	33.91
3487	916.65578	34.01
3488	309.13026	34.02
3489	801.55078	34.02
3490	901.53352	34.03
3491	912.69739	34.03
3492	141.11338	34.04
3493	694.49527	34.04
3494	803.56303	34.04
3495	940.72818	34.04
3496	309.12938	34.05
3497	239.08949	34.05
3498	803.55524	34.05
3499	694.49173	34.06
3500	369.35025	34.06
3501	628.19315	34.08
3502	309.12955	34.11
3503	872.63012	34.12
3504	789.45432	34.18
3505	768.52601	34.18
3506	773.48162	34.18
3507	795.46263	34.18
3508	790.52827	34.19
3509	733.48845	34.2
3510	796.54914	34.21
3511	324.32458	34.21
3512	828.60428	34.23
3513	775.48703	34.31
3514	774.48412	34.32
3515	784.57816	34.34
3516	768.52614	34.36
3517	773.48088	34.36
3518	298.30931	34.42
3519	539.40255	34.42
3520	508.57967	34.45
3521	740.55151	34.47
3522	141.1124	34.49
3523	217.1065	34.5
3524	705.58095	34.52
3525	149.02206	34.54
3526	173.08032	34.54
3527	643.52707	34.54
3528	699.59409	34.54
3529	1264.06552	34.54
3530	141.11344	34.55
3531	217.10709	34.55
3532	327.0078	34.55
3533	591.49443	34.55
3534	596.59643	34.55
3535	371.314	34.56
3536	721.57545	34.56
3537	812.65247	34.56
3538	329.00397	34.57
3539	548.50155	34.57
3540	726.62195	34.57
3541	618.57724	34.57
3542	638.57188	34.57
3543	700.61993	34.57
3544	285.27765	34.58
3545	329.0046	34.58
3546	603.53329	34.58
3547	774.59941	34.58
3548	141.11066	34.6
3549	696.52486	34.62
3550	643.52587	34.65
3551	830.62114	34.65
3552	638.56883	34.66
3553	786.59888	34.68
3554	517.38951	34.71
3555	742.56804	34.72
3556	1016.74359	34.73
3557	696.52095	34.74
3558	652.49848	34.77
3559	441.40291	34.78
3560	396.34545	34.78
3561	418.32755	34.78
3562	868.6713	34.78
3563	698.5399	34.8
3564	550.62605	34.85
3565	654.51296	34.87
3566	309.1296	34.89
3567	869.67386	34.92
3568	239.0893	34.93
3569	610.48677	34.94
3570	309.12931	34.94
3571	608.47087	34.95
3572	787.49414	34.95
3573	309.12961	34.97
3574	782.53871	34.97
3575	309.1273	35.03
3576	312.32542	35.04
3577	972.71832	35.05
3578	531.38813	35.15
3579	520.35311	35.16
3580	279.15809	35.21
3581	391.28301	35.21
